,last_scraped,name,host_name,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_identity_verified,neighbourhood,property_type,room_type,amenities,has_availability,first_review,last_review,license,instant_bookable,id,scrape_id,host_id,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,availability_30,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
4469,2024-09-06,Midtown Twin Studio,Natasja & Mylan,2017-05-04,within an hour,100%,96%,f,t,"Amsterdam, Noord-Holland, Netherlands",Private room in rental unit,Private room,"[""Dishes and silverware"", ""Shower gel"", ""Body soap"", ""Central heating"", ""Dedicated workspace"", ""Paid parking off premises"", ""Exterior security cameras on property"", ""Cooking basics"", ""Hot water"", ""Smoke alarm"", ""Stove"", ""Refrigerator"", ""Hair dryer"", ""Conditioner"", ""Wifi"", ""Dishwasher"", ""Hangers"", ""Essentials"", ""HDTV"", ""Shampoo"", ""Fire extinguisher"", ""Kitchen""]",t,2022-04-03,2024-08-19,Exempt,f,51477304,20240905174946,128826790.0,1.0,1.4,52.36881,4.87452,2.0,1.0,1.0,2.0,146.0,1.0,30.0,1.9,30.0,65.0,17.0,73,348,27.0,4.9,4.67,4.59,4.9,5.0,4.74,4.3,1.0,1.0,0.0,0.0
4470,2024-09-06,Beautiful studio on river front,Chantal,2017-04-11,within a day,90%,95%,f,t,"Amsterdam, North Holland, Netherlands",Private room in townhouse,Private room,"[""Dishes and silverware"", ""Portable fans"", ""Pets allowed"", ""Coffee maker"", ""Patio or balcony"", ""TV with standard cable"", ""Hot water"", ""Waterfront"", ""Smoke alarm"", ""Iron"", ""Drying rack for clothing"", ""Microwave"", ""Refrigerator"", ""Free parking on premises"", ""Washer \u2013\u00a0In unit"", ""Hair dryer"", ""Wifi"", ""Dishwasher"", ""Hangers"", ""Essentials"", ""Backyard"", ""Heating"", ""First aid kit"", ""Fire extinguisher"", ""Dryer \u2013\u00a0In unit"", ""Bed linens""]",t,2017-04-28,2024-08-19,0363 EDC3 9F66 FEDD 4F6C,f,18172462,20240905174946,125350952.0,1.0,1.0,52.37556,4.96829,4.0,1.0,0.0,2.0,94.0,3.0,135.4,3.0,1125.0,65.0,4.0,46,46,13.4,4.73,4.81,4.85,4.94,4.89,4.53,4.61,1.0,1.0,0.0,0.0
4473,2024-09-06,Private 2-bedroom apartment near Artis Zoo,Marie-Renée,2018-12-20,undefined time,0%,100%,f,t,"Amsterdam, Noord-Holland, Netherlands",Private room in bed and breakfast,Private room,"[""Dedicated workspace"", ""Coffee maker"", ""TV with standard cable"", ""Hot water"", ""Smoke alarm"", ""Iron"", ""Window guards"", ""Microwave"", ""Crib"", ""Host greets you"", ""Hair dryer"", ""Children\u2019s books and toys"", ""Wifi"", ""Hot water kettle"", ""Hangers"", ""Essentials"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Fire extinguisher"", ""Bed linens""]",t,2016-06-08,2024-06-22,0363 5404 F7EC 320E 3018,t,13272633,20240905174946,231589707.0,1.0,1.0,52.36534844050956,4.910741453431986,4.0,1.0,2.0,2.0,357.0,2.0,365.0,4.2,1125.0,65.0,11.0,41,155,13.4,4.69,4.63,4.72,4.9,4.76,4.8,4.44,1.0,1.0,0.0,0.0
4474,2024-09-05,Catalonia Vondel Amsterdam 4* - Executive room,Catalonia Vondel Amsterdam,2021-10-21,within an hour,82%,99%,f,t,"Amsterdam, Noord-Holland, Netherlands",Room in hotel,Private room,"[""Air conditioning"", ""Essentials"", ""Heating"", ""TV"", ""Dedicated workspace"", ""Paid parking off premises"", ""Hair dryer"", ""Elevator"", ""Building staff"", ""Self check-in"", ""Shampoo"", ""Wifi""]",t,2022-02-17,2024-05-10,Exempt,t,53391192,20240905174946,75942371.7,1.0,1.4,52.36233,4.87898,2.0,1.0,0.0,1.0,213.0,1.0,135.4,1.0,1125.0,65.0,2.6,77,345,7.0,4.9,4.9,4.8,4.86,4.86,4.8,4.7,1.0,1.0,0.0,0.0
4481,2024-09-06,"Room in stylish cozy apartment, big sunny balcony",Florine,2022-05-02,within an hour,93%,46%,f,t,undefined,Private room in loft,Private room,"[""Dishes and silverware"", ""Shower gel"", ""Garden view"", ""Coffee"", ""Body soap"", ""Central heating"", ""Washer"", ""Private patio or balcony"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water"", ""Smeg stove"", ""Smoke alarm"", ""Cleaning products"", ""Blender"", ""Refrigerator"", ""Hammock"", ""Wine glasses"", ""Bathtub"", ""Extra pillows and blankets"", ""Single level home"", ""Coffee maker: Nespresso"", ""Luggage dropoff allowed"", ""Smeg oven"", ""Hair dryer"", ""Wifi"", ""Dishwasher"", ""Hangers"", ""Dining table"", ""Essentials"", ""Books and reading material"", ""TV"", ""Courtyard view"", ""Outdoor dining area"", ""Freezer"", ""Room-darkening shades"", ""Fire extinguisher"", ""Kitchen"", ""Bed linens""]",t,2022-05-29,2022-08-23,0363 4313 21BB F6EC 3259,f,628846330378666904,20240905174946,75942371.7,1.0,1.4,52.370567,4.860956,2.0,1.0,1.0,1.0,146.0,4.0,31.0,4.0,31.0,65.0,1.0,5,280,8.0,4.88,4.88,5.0,4.88,4.88,4.88,4.75,1.0,1.0,0.0,0.0
4482,2024-09-06,Amsterdam Leidsekruisstraat | Comfort Queen Room,Limehome,2021-08-13,within an hour,97%,99%,f,t,"Amsterdam, Noord-Holland, Netherlands",Room in hotel,Private room,"[""Shower gel"", ""Body soap"", ""Central heating"", ""Exterior security cameras on property"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Coffee maker: Nespresso"", ""Hair dryer"", ""Keypad"", ""Self check-in"", ""Wifi"", ""Cleaning available during stay"", ""Hot water kettle"", ""Hangers"", ""Essentials"", ""TV"", ""Long term stays allowed"", ""Room-darkening shades"", ""Shampoo"", ""Fire extinguisher"", ""Bed linens""]",t,2024-02-22,2024-08-15,Exempt,t,1085266654325992109,20240905174946,75942371.7,1.0,1.4,52.36364769999999,4.8853753,2.0,1.0,1.0,1.0,255.0,1.0,365.0,1.0,495.1,65.0,2.6,89,364,11.0,4.9,4.9,4.73,4.9,5.0,4.45,4.7,1.0,1.0,0.0,0.0
4483,2024-09-06,Cosy room (& 2 bikes) in a lively neighborhood,Michiel,2013-06-26,within an hour,100%,100%,t,t,"Amsterdam, North Holland, Netherlands",Private room in rental unit,Private room,"[""Dishes and silverware"", ""Shower gel"", ""Coffee"", ""Body soap"", ""Private backyard \u2013 Fully fenced"", ""Washer"", ""Private living room"", ""Portable fans"", ""Dedicated workspace"", ""Coffee maker"", ""Paid parking off premises"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Stove"", ""Iron"", ""Clothing storage"", ""Refrigerator"", ""Wine glasses"", ""Lock on bedroom door"", ""Bathtub"", ""Extra pillows and blankets"", ""Single level home"", ""Oven"", ""Hair dryer"", ""Wifi"", ""Dryer"", ""Dishwasher"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Heating"", ""TV"", ""Freezer"", ""Laundromat nearby"", ""First aid kit"", ""Shampoo"", ""Kitchen"", ""Bed linens""]",t,2018-12-16,2024-08-26,0363 2AF9 4824 9A1A EC37,f,30504115,20240905174946,7134355.0,1.0,2.0,52.36264,4.92591,2.0,1.0,1.0,1.0,130.0,3.0,5.0,3.0,5.0,65.0,6.0,19,19,13.4,4.97,4.97,4.99,4.97,4.98,4.94,4.79,1.0,1.0,0.0,0.0
4485,2024-09-05,Hotel Weber Four Person Room,Marcel,2021-06-08,within an hour,80%,98%,f,t,"Amsterdam, Noord-Holland, Netherlands",Room in hotel,Private room,"[""Carbon monoxide alarm"", ""Exterior security cameras on property"", ""First aid kit""]",t,2023-03-05,2024-07-22,Exempt,t,826560766245951799,20240905174946,75942371.7,1.0,1.4,52.36489,4.88026,4.0,1.0,1.0,0.0,240.0,1.0,365.0,1.0,999.0,65.0,2.6,81,356,6.0,4.83,4.83,4.67,5.0,5.0,4.83,4.83,1.0,1.0,0.0,0.0
4488,2024-09-06,Private studio with amazing canal view & bathroom,Lenny,2022-02-03,within a few hours,92%,98%,t,t,"Amsterdam, Noord-Holland, Netherlands",Private room in bed and breakfast,Private room,"[""Dishes and silverware"", ""Shower gel"", ""Coffee"", ""Free washer \u2013 In unit"", ""Private living room"", ""Coffee maker"", ""Hot water"", ""Waterfront"", ""Smoke alarm"", ""Iron"", ""Drying rack for clothing"", ""TV with Netflix"", ""Clothing storage: closet"", ""Refrigerator"", ""Canal view"", ""Wine glasses"", ""Paid street parking off premises"", ""Hair dryer"", ""Wifi"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Heating"", ""Laundromat nearby"", ""Shampoo"", ""Fire extinguisher"", ""Private entrance"", ""Bed linens""]",t,2022-02-13,2024-08-30,0363 3CD2 1BB6 200C 9DA1,f,554032391871247917,20240905174946,75942371.7,1.0,1.0,52.36344,4.8865,2.0,1.0,1.0,1.0,183.0,2.0,3.0,2.0,1125.0,65.0,1.0,11,11,13.4,4.95,4.96,4.93,4.98,4.99,4.93,4.74,1.0,1.0,0.0,0.0
4489,2024-09-06,Lovely apartment in West Amsterdam & private BR,Laura,2012-05-15,undefined time,0%,0%,f,t,"Amsterdam, Noord-Holland, Netherlands",Private room in condo,Private room,"[""Smoke alarm"", ""Fast wifi \u2013 56 Mbps""]",t,2022-08-10,2022-09-18,0363 686C 29F1 DA50 0469,f,678848121515665478,20240905174946,2382179.0,1.0,2.0,52.37107345755113,4.861193709075451,2.0,1.0,1.0,1.0,289.6,2.0,365.0,2.0,365.0,65.0,0.0,0,0,4.0,5.0,5.0,5.0,5.0,5.0,4.75,5.0,1.0,1.0,0.0,0.0
4491,2024-09-06,★ AMAZING PRIVATE CANAL APARTMENT ★ A++ LOCATION ★,Daniël,2012-12-08,within an hour,100%,95%,t,t,"Amsterdam, Noord-Holland, Netherlands",Private room in guesthouse,Private room,"[""Dishes and silverware"", ""Shower gel"", ""Coffee"", ""Kitchenette"", ""Body soap"", ""Private living room"", ""Dedicated workspace"", ""Paid parking off premises"", ""Carbon monoxide alarm"", ""Hot water"", ""Waterfront"", ""Smoke alarm"", ""Iron"", ""Mini fridge"", ""Microwave"", ""Canal view"", ""Wine glasses"", ""Coffee maker: Nespresso"", ""Host greets you"", ""Hair dryer"", ""Wifi"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Heating"", ""46 inch HDTV"", ""Long term stays allowed"", ""Laundromat nearby"", ""Shampoo"", ""Fire extinguisher"", ""Private entrance"", ""Bed linens""]",t,2017-11-13,2024-08-18,0363 362C E5DD C8D5 CFC9,f,21019335,20240905174946,4356084.0,1.0,1.0,52.37447,4.89204,2.0,1.0,1.0,1.0,169.0,3.0,135.4,3.0,1125.0,65.0,14.0,62,337,13.4,4.73,4.71,4.69,4.86,4.85,4.97,4.64,1.0,1.0,0.0,0.0
4492,2024-09-06,Gypsy Waggon - A villa on wheels,Henk,2012-07-24,within a few hours,95%,88%,f,t,"Amsterdam, Netherlands",Private room in farm stay,Private room,"[""Smoke alarm"", ""Breakfast"", ""Essentials"", ""Host greets you"", ""Free street parking"", ""Heating"", ""Free parking on premises"", ""Hair dryer"", ""Patio or balcony"", ""First aid kit"", ""Wifi"", ""Private entrance"", ""Kitchen""]",t,2017-04-13,2024-08-20,0363 2A6D 7C09 877D 715F,f,16705542,20240905174946,3040748.0,1.0,1.4,52.39527,4.9,6.0,1.0,2.0,1.3,88.0,2.0,135.4,2.0,1125.0,65.0,2.6,36,170,13.4,4.9,4.9,4.3,4.9,5.0,4.8,4.46,1.0,1.0,0.0,0.0
4495,2024-09-06,Houseboat Suite Canal Prinsengracht van Gogh Suite,Susan,2011-07-12,within an hour,100%,99%,t,t,"Amsterdam, Noord-Holland, Netherlands",Private room in houseboat,Private room,"[""Dishes and silverware"", ""Fast wifi \u2013 98 Mbps"", ""Shower gel"", ""Portable fans"", ""Dedicated workspace"", ""Coffee maker"", ""Paid parking off premises"", ""Carbon monoxide alarm"", ""Hot water"", ""Waterfront"", ""Smoke alarm"", ""Iron"", ""Refrigerator"", ""Canal view"", ""Lock on bedroom door"", ""Single level home"", ""Luggage dropoff allowed"", ""Paid washer \u2013 In building"", ""Hair dryer"", ""Keypad"", ""Self check-in"", ""Hangers"", ""Essentials"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Fire extinguisher"", ""Private entrance"", ""Bed linens""]",t,2019-07-06,2024-08-23,0363 B6C0 C79B 8E40 932D,f,34587245,20240905174946,808981.0,1.0,3.0,52.36997,4.88255,2.0,1.0,1.0,1.0,353.0,1.0,31.0,4.0,1125.0,65.0,0.0,31,275,13.4,4.93,4.97,4.98,4.98,4.99,4.98,4.76,1.0,1.0,0.0,0.0
4496,2024-09-06,Jordaan Corner: A stylish studio.,Ronald,2014-06-04,within an hour,100%,100%,t,t,"Amsterdam, Noord-Holland, Netherlands",Private room in townhouse,Private room,"[""Dishes and silverware"", ""Shower gel"", ""Coffee"", ""Body soap"", ""Private living room"", ""Dedicated workspace"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Cleaning products"", ""Mini fridge"", ""Wine glasses"", ""Lock on bedroom door"", ""Bathtub"", ""Extra pillows and blankets"", ""Fast wifi \u2013 99 Mbps"", ""Host greets you"", ""Paid street parking off premises"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Elevator"", ""EV charger"", ""Hot water kettle"", ""Clothing storage: wardrobe"", ""Hangers"", ""Essentials"", ""Room-darkening shades"", ""Heating"", ""Laundromat nearby"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""Private entrance"", ""Bed linens""]",t,2019-11-23,2024-08-31,0363 77DD A426 C59A 6E54,f,40103243,20240905174946,16368447.0,1.0,2.0,52.37613,4.88273,2.0,1.0,1.0,1.0,150.0,3.0,60.0,3.0,60.0,65.0,4.0,26,255,13.4,4.96,4.95,4.93,4.96,4.98,4.97,4.85,1.0,1.0,0.0,0.0
4498,2024-09-06,City Oasis in Park Centraal,"Park Centraal Hotel Amsterdam,",2023-11-08,within an hour,100%,100%,t,t,undefined,Room in hotel,Private room,"[""Air conditioning"", ""Gym"", ""Smoke alarm"", ""Paid parking on premises"", ""Essentials"", ""Iron"", ""Heating"", ""TV"", ""Dedicated workspace"", ""Luggage dropoff allowed"", ""Shampoo"", ""Wifi"", ""Hot water""]",t,2024-04-29,2024-04-29,Exempt,t,1133068684107900107,20240905174946,75942371.7,1.0,1.4,52.361497,4.88314,2.0,1.0,1.0,1.0,244.0,1.0,365.0,1.0,520.8,65.0,2.6,90,114,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0
4501,2024-09-06,Knusse studio in bijzonder pand.,Brigitte,2015-09-13,within an hour,100%,99%,f,t,"Amsterdam, Noord-Holland, Netherlands",Private room in townhouse,Private room,"[""Dishes and silverware"", ""Shower gel"", ""Coffee"", ""Dedicated workspace"", ""Coffee maker"", ""Piano"", ""Hot water"", ""Waterfront"", ""Smoke alarm"", ""Cleaning products"", ""Mini fridge"", ""Lake access"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Wifi"", ""Hot water kettle"", ""Shared beach access"", ""Hangers"", ""Dining table"", ""Essentials"", ""Heating"", ""Verschillende merken body soap"", ""Paid valet parking on premises"", ""Room-darkening shades"", ""Shampoo"", ""Fire extinguisher"", ""Bed linens""]",t,2021-08-04,2024-08-31,0363FA5AF913A1FD66D6,t,38874720,20240905174946,44051824.0,1.0,2.0,52.36156,4.9,2.0,1.0,0.0,1.0,68.0,2.0,4.0,2.0,1125.0,65.0,3.0,21,230,13.4,4.7,4.66,4.89,4.86,4.87,4.74,4.62,1.0,1.0,0.0,0.0
4503,2024-09-06,Exclusive Private Room Canalhouse I,Jillis & Cristina,2013-09-16,within an hour,100%,100%,f,t,"Amsterdam, North Holland, Netherlands",Private room in home,Private room,"[""Shower gel"", ""Garden view"", ""Coffee"", ""Body soap"", ""Dedicated workspace"", ""Coffee maker"", ""TV with standard cable"", ""Hot water"", ""Smoke alarm"", ""Lockbox"", ""Clothing storage: closet"", ""Mini fridge"", ""Refrigerator"", ""Hair dryer"", ""Self check-in"", ""Wifi"", ""Hot water kettle"", ""Hangers"", ""Essentials"", ""Heating"", ""Laundromat nearby"", ""First aid kit"", ""Shampoo"", ""Bed linens""]",t,2013-09-29,2024-08-18,0363 F257 B392 EA9C E494,f,1677381,20240905174946,8873574.0,1.0,2.0,52.3798,4.89058,2.0,1.0,1.0,1.0,150.0,2.0,135.4,2.0,1125.0,65.0,0.0,20,20,13.4,4.73,4.82,4.79,4.84,4.83,4.94,4.59,1.0,1.0,0.0,0.0
4512,2024-09-06,Unieke Historische Woonboot In Amsterdam,Bas En Barbara,2012-06-29,within an hour,100%,99%,t,t,"Amsterdam, Noord-Holland, Netherlands",Private room in boat,Private room,"[""Crib - available upon request"", ""Standalone high chair - available upon request"", ""Dishes and silverware"", ""Shower gel"", ""Coffee"", ""Free washer \u2013 In unit"", ""Boat slip"", ""Central heating"", ""Private living room"", ""Portable fans"", ""Dedicated workspace"", ""Private patio or balcony"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""First aid kit"", ""Hot water"", ""Waterfront"", ""Smoke alarm"", ""Iron"", ""Drying rack for clothing"", ""Cleaning products"", ""Mini fridge"", ""Microwave"", ""Refrigerator"", ""Wine glasses"", ""Kayak"", ""Coffee maker: Nespresso"", ""Marie Stella conditioner"", ""Host greets you"", ""Paid street parking off premises"", ""Marie Stella shampoo"", ""Clothing storage: wardrobe and dresser"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Bikes"", ""Wifi"", ""Dishwasher"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Outdoor playground"", ""Books and reading material"", ""Pack \u2019n play/Travel crib - available upon request"", ""Marie Stella body soap"", ""Harbor view"", ""50 inch HDTV with Chromecast, Netflix"", ""Freezer"", ""Laundromat nearby"", ""Room-darkening shades"", ""Outdoor dining area"", ""Fire extinguisher"", ""Private entrance"", ""Bed linens""]",t,2022-11-12,2024-08-19,0363 37FE 0D33 2FA1 5ADB,t,751147690607546517,20240905174946,2778958.0,1.0,1.4,52.3704349,4.940163099999999,2.0,1.0,1.0,1.0,176.0,2.0,365.0,2.3,365.0,65.0,11.0,66,330,13.4,4.86,4.9,4.88,4.89,4.88,4.76,4.61,1.0,1.0,0.0,0.0
4515,2024-09-06,Nathalie and Dave's Studio,Nathalie,2017-10-26,within an hour,100%,100%,f,t,"Amsterdam, Noord-Holland, Netherlands",Private room in guesthouse,Private room,"[""Dishes and silverware"", ""Smoke alarm"", ""Hangers"", ""Essentials"", ""Host greets you"", ""40 inch HDTV with HBO Max, Chromecast, Disney+, Amazon Prime Video, Netflix, premium cable"", ""Heating"", ""Coffee maker"", ""Hair dryer"", ""EV charger"", ""Microwave"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Shampoo"", ""Wifi"", ""Fire extinguisher"", ""Private entrance"", ""Hot water""]",t,2017-12-17,2024-08-28,0363 65C6 9E45 41B9 B66E,f,21511394,20240905174946,156306151.0,1.0,1.4,52.35158,4.92036,2.0,1.0,1.0,1.0,102.0,2.0,135.4,2.0,1125.0,65.0,6.0,57,147,13.4,4.61,4.73,4.56,4.81,5.0,4.55,4.45,1.0,1.0,0.0,0.0
4516,2024-09-06,Wellness Suite in center+ bicycles+ SAUNA,Willem,2016-05-25,within an hour,100%,99%,t,t,undefined,Private room in townhouse,Private room,"[""Dishes and silverware"", ""Shower gel"", ""Coffee"", ""Body soap"", ""Central heating"", ""Portable fans"", ""Dedicated workspace"", ""Paid parking off premises"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Mini fridge"", ""Ethernet connection"", ""Free dryer \u2013 In building"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Bathtub"", ""Free washer \u2013 In building"", ""Indoor fireplace: gas"", ""Private hot tub"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Bikes"", ""Wifi"", ""Hot water kettle"", ""Hangers"", ""Essentials"", ""Long term stays allowed"", ""Private sauna"", ""Laundromat nearby"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""Bed linens""]",t,2020-08-22,2024-08-30,0363 0D29 E32B E5F4 984E,f,44399682,20240905174946,74020496.0,1.0,3.0,52.37023,4.88183,2.0,1.0,1.0,2.0,191.0,1.0,135.4,2.0,1125.0,65.0,3.0,25,88,13.4,4.98,4.97,4.99,4.99,4.99,4.99,4.92,1.0,1.0,0.0,0.0
4517,2024-09-06,Q-Factory Hotel: The Artist for 4,Q-Factory,2021-05-12,within an hour,97%,100%,f,t,undefined,Room in hotel,Private room,"[""Smoke alarm"", ""Essentials"", ""Heating"", ""TV"", ""Dedicated workspace"", ""Elevator"", ""Wifi""]",t,2021-06-20,2022-12-28,Exempt,t,49940408,20240905174946,401163260.0,1.0,1.4,52.35717,4.92922,2.0,1.0,1.0,2.0,141.0,1.0,360.0,1.0,1000.0,65.0,16.0,63,337,4.0,4.9,4.9,4.8,4.9,5.0,4.8,4.7,1.0,1.0,0.0,0.0
4522,2024-09-06,Houseboat with a panoramic city-view,Irene,2018-06-12,within an hour,100%,100%,f,t,"Amsterdam, Noord-Holland, Netherlands",Private room in boat,Private room,"[""Dishes and silverware"", ""Shower gel"", ""Coffee"", ""Body soap"", ""Central heating"", ""Private living room"", ""Dedicated workspace"", ""Private patio or balcony"", ""Coffee maker: drip coffee maker"", ""Outdoor furniture"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water"", ""Waterfront"", ""Smoke alarm"", ""Stove"", ""Mini fridge"", ""Wine glasses"", ""Free parking on premises"", ""Bathtub"", ""Extra pillows and blankets"", ""Hair dryer"", ""EV charger"", ""Wifi"", ""Hot water kettle"", ""Hangers"", ""Essentials"", ""Free street parking"", ""First aid kit"", ""Fire extinguisher"", ""Kitchen"", ""Bed linens""]",t,2018-07-20,2024-09-01,0363 27F1 00DD 1D10 0572,f,25966203,20240905174946,195172702.0,1.0,1.0,52.381081,4.966337,2.0,1.0,1.0,1.0,95.0,2.0,28.0,2.0,28.0,65.0,11.0,49,133,13.4,4.84,4.84,4.87,4.92,4.94,4.75,4.73,1.0,1.0,0.0,0.0
4523,2024-09-06,"Amsterdam, IJburg - bnb kamer met eigen voordeur",Michelle,2017-02-15,within a few hours,100%,98%,t,t,"Amsterdam , Noord-Holland, Netherlands",Private room in home,Private room,"[""Dishes and silverware"", ""Paid parking off premises"", ""Carbon monoxide alarm"", ""Hot water"", ""Waterfront"", ""Smoke alarm"", ""Iron"", ""Refrigerator"", ""Lake access"", ""Single level home"", ""Host greets you"", ""Hair dryer"", ""Wifi"", ""Hangers"", ""Essentials"", ""Heating"", ""First aid kit"", ""Shampoo"", ""Private entrance"", ""Bed linens""]",t,2017-03-26,2024-08-11,0363 BAA8 F80E 87BC 366B,f,17566665,20240905174946,116572131.0,1.0,2.0,52.361,4.9,2.0,1.0,0.0,2.0,91.0,2.0,31.0,2.0,1125.0,65.0,13.0,44,44,13.4,4.92,4.96,4.94,4.88,4.95,4.65,4.77,1.0,1.0,0.0,0.0
4525,2024-09-06,Retro-mod gem next to 1928 Olympic Stadium,Olympic Hotel,2023-12-19,within an hour,100%,96%,t,t,undefined,Room in hotel,Private room,"[""Paid parking on premises"", ""Shower gel"", ""Sauna"", ""Body soap"", ""Dedicated workspace"", ""Hot water"", ""Smoke alarm"", ""Iron"", ""Clothing storage"", ""Gym"", ""Safe"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Wifi"", ""Air conditioning"", ""Hangers"", ""Essentials"", ""Heating"", ""TV"", ""Shampoo"", ""Bed linens""]",t,2024-05-21,2024-08-22,Exempt,t,1132335542369692284,20240905174946,75942371.7,1.0,1.4,52.341095,4.852726,4.0,1.0,1.0,1.3,169.0,1.0,365.0,1.0,529.0,65.0,2.6,83,108,24.0,4.75,4.79,4.92,4.71,5.0,4.46,4.42,1.0,1.0,0.0,0.0
4527,2024-09-05,! Lovely Room in best part of Amsterdam Zuid,Thierry,2013-10-15,within a few hours,100%,94%,f,t,undefined,Private room in rental unit,Private room,"[""Paid parking on premises"", ""Dedicated workspace"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Lockbox"", ""Lock on bedroom door"", ""Oven"", ""Hair dryer"", ""Self check-in"", ""Wifi"", ""Hangers"", ""Dining table"", ""Essentials"", ""Heating"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""Private entrance"", ""Kitchen""]",t,2022-04-19,2024-08-05,0363 4B79 7085 2881 5E34,f,599095640730147281,20240905174946,9435259.0,1.0,1.4,52.34316,4.86215,1.0,1.0,1.0,1.0,251.2,3.0,365.0,3.1,365.0,65.0,17.0,29,276,18.0,4.5,4.9,4.39,4.9,5.0,4.44,4.39,1.0,1.0,0.0,0.0
