,id,last_scraped,name,host_id,host_name,host_since,host_response_time,host_is_superhost,host_identity_verified,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,amenities,calendar_last_scraped,has_availability,first_review,last_review,license,instant_bookable,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
19429,963054498430199889,2024-09-25,Low bed | Mixed Shared Room,94011901,Maria Yuliana,2016-09-07,within an hour,f,f,"Mexico City, Ciudad de México, Mexico",Benito Juárez,19.36331710992565,-99.1518705335406,Shared room in hostel,Shared room,"[""Iron"", ""Outdoor furniture"", ""Elevator"", ""Paid washer \u2013 In building"", ""Heating"", ""Private patio or balcony"", ""Shared gym in building"", ""Cleaning available during stay"", ""City skyline view"", ""Paid parking on premises"", ""Refrigerator"", ""Fast wifi \u2013 340 Mbps"", ""Dishes and silverware"", ""Self check-in"", ""Dishwasher"", ""AC - split type ductless system"", ""Building staff"", ""Blender"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Bidet"", ""Dining table"", ""55 inch HDTV with standard cable"", ""Shower gel"", ""Luggage dropoff allowed"", ""Teka induction stove"", ""Coffee"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Cooking basics"", ""Fire extinguisher"", ""Room-darkening shades"", ""Trash compactor"", ""Paid dryer \u2013 In building"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Exercise equipment: free weights, yoga mat"", ""Hair dryer"", ""Microwave""]",2024-09-25,t,2023-09-09,2024-07-18,Unknown,t,0.96,0.99,64.0,65.0,1.0,2.0,1.0,2.0,336.0,1.0,120.0,1.0,1125.0,27,87,361,6.0,4.5,4.83,5.0,5.0,4.83,4.83,4.83,63.0,15.0,0.0,0.1
19445,966732279410844740,2024-09-25,Low bed / Shared Room Men,94011901,Maria Yuliana,2016-09-07,within an hour,f,f,"Mexico City, Ciudad de México, Mexico",Benito Juárez,19.3636441,-99.1507401,Shared room in hostel,Shared room,"[""Iron"", ""Elevator"", ""Paid washer \u2013 In building"", ""Heating"", ""Freezer"", ""Private patio or balcony"", ""Shared gym in building"", ""City skyline view"", ""Coffee maker: drip coffee maker"", ""Paid parking on premises"", ""Cleaning available during stay"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Dishwasher"", ""Building staff"", ""Blender"", ""Portable fans"", ""Body soap"", ""Carbon monoxide alarm"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Shower gel"", ""Fast wifi \u2013 358 Mbps"", ""Luggage dropoff allowed"", ""Teka induction stove"", ""Coffee"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Smoke alarm"", ""Extra pillows and blankets"", ""55 inch HDTV with Netflix, standard cable"", ""Cooking basics"", ""Fire extinguisher"", ""Trash compactor"", ""Paid dryer \u2013 In building"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Exercise equipment: free weights, yoga mat"", ""Hair dryer"", ""Microwave""]",2024-09-25,t,2023-10-04,2024-02-25,Unknown,t,0.96,0.99,64.0,65.0,1.0,1.0,1.0,4.0,323.0,1.0,120.0,1.0,1125.0,30,90,364,4.0,5.0,5.0,4.75,4.5,4.75,4.75,4.25,63.0,15.0,0.0,0.1
19446,966736553073649774,2024-09-25,Top Bed | Shared Room Men,94011901,Maria Yuliana,2016-09-07,within an hour,f,f,"Mexico City, Ciudad de México, Mexico",Benito Juárez,19.3636441,-99.1507401,Shared room in hostel,Shared room,"[""Shared patio or balcony"", ""Iron"", ""Elevator"", ""Paid washer \u2013 In building"", ""Heating"", ""Freezer"", ""Shared gym in building"", ""Cleaning available during stay"", ""City skyline view"", ""Paid parking on premises"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Building staff"", ""Blender"", ""Portable fans"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Bidet"", ""Dining table"", ""Shower gel"", ""Luggage dropoff allowed"", ""Teka induction stove"", ""Coffee"", ""Kitchen"", ""Conditioner"", ""Books and reading material"", ""Smoke alarm"", ""Extra pillows and blankets"", ""55 inch HDTV with Netflix, standard cable"", ""Fast wifi \u2013 379 Mbps"", ""Cooking basics"", ""Fire extinguisher"", ""Room-darkening shades"", ""Trash compactor"", ""Paid dryer \u2013 In building"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Exercise equipment: free weights, yoga mat"", ""Hair dryer"", ""Microwave""]",2024-09-25,t,2023-09-13,2024-05-27,Unknown,t,0.96,0.99,64.0,65.0,1.0,1.0,1.0,4.0,323.0,1.0,120.0,1.0,1125.0,30,90,364,3.0,5.0,5.0,5.0,5.0,4.67,5.0,5.0,63.0,15.0,0.0,0.1
19447,966739207554807654,2024-09-25,Low bed | Shared Room Men,94011901,Maria Yuliana,2016-09-07,within an hour,f,f,"Mexico City, Ciudad de México, Mexico",Benito Juárez,19.3636441,-99.1507401,Shared room in hostel,Shared room,"[""Iron"", ""Outdoor furniture"", ""Elevator"", ""Paid washer \u2013 In building"", ""Heating"", ""Freezer"", ""Private patio or balcony"", ""Shared gym in building"", ""City skyline view"", ""Coffee maker: drip coffee maker"", ""Paid parking on premises"", ""Cleaning available during stay"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Dishwasher"", ""Building staff"", ""Blender"", ""Portable fans"", ""Body soap"", ""Carbon monoxide alarm"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Bidet"", ""Dining table"", ""Shower gel"", ""Dryer"", ""Luggage dropoff allowed"", ""Teka induction stove"", ""Coffee"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Smoke alarm"", ""Extra pillows and blankets"", ""55 inch HDTV with Netflix, standard cable"", ""Fast wifi \u2013 309 Mbps"", ""Cooking basics"", ""Fire extinguisher"", ""Room-darkening shades"", ""Trash compactor"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Exercise equipment: free weights, yoga mat"", ""Hair dryer"", ""Microwave""]",2024-09-25,t,2023-10-06,2024-05-29,Unknown,t,0.96,0.99,64.0,65.0,1.0,1.0,1.0,4.0,328.0,1.0,120.0,1.0,1125.0,29,89,363,5.0,4.8,4.8,5.0,5.0,4.8,5.0,4.6,63.0,15.0,0.0,0.1
19453,965932045412517434,2024-09-25,1.Breakfast Included / Barrio Downtown Mexico City,476408422,Barrio,2022-08-23,within an hour,t,t,Mexico City,Cuauhtémoc,19.4306364,-99.1386755,Shared room in hostel,Shared room,"[""Wifi"", ""Exterior security cameras on property"", ""Dishes and silverware"", ""Self check-in"", ""Building staff"", ""Backyard"", ""Breakfast"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Hot water"", ""Luggage dropoff allowed"", ""Patio or balcony"", ""Bed linens"", ""Smoke alarm"", ""Safe"", ""Hair dryer"", ""Fire extinguisher"", ""Elevator"", ""Dedicated workspace"", ""Ping pong table"", ""Paid parking off premises"", ""Microwave""]",2024-09-25,t,2023-09-10,2024-09-23,Unknown,t,0.99,1.0,11.0,13.0,1.0,1.0,1.0,1.0,362.0,1.0,365.0,1.0,1125.0,15,75,114,32.0,4.91,4.88,4.97,4.97,4.91,4.81,4.94,11.0,0.0,0.0,11.0
19455,965972074911558075,2024-09-26,Cuarto Compartido (Andriacci),487022411,Hostal,2022-11-09,within a few hours,f,t,Mexico City,Cuauhtémoc,19.4274452,-99.1572396,Shared room in guesthouse,Shared room,"[""Carbon monoxide alarm"", ""Wifi"", ""Fire extinguisher"", ""Kitchen"", ""First aid kit"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Smoke alarm""]",2024-09-26,t,No reviews,No reviews,Unknown,t,1.0,0.8949061696116056,9.0,12.0,1.0,1.4,1.0,1.0,584.0,1.0,365.0,1.0,365.0,30,90,309,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,9.0,0.0,4.0,5.0
19474,966717381073844918,2024-09-25,Top Bed | Shared Room Men,94011901,Maria Yuliana,2016-09-07,within an hour,f,f,"Mexico City, Ciudad de México, Mexico",Benito Juárez,19.3636441,-99.1507401,Shared room in hostel,Shared room,"[""Iron"", ""Elevator"", ""Paid washer \u2013 In building"", ""Heating"", ""Freezer"", ""Private patio or balcony"", ""Shared gym in building"", ""City skyline view"", ""Paid parking on premises"", ""Cleaning available during stay"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Exercise equipment"", ""Building staff"", ""Blender"", ""Portable fans"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""55 inch HDTV with standard cable"", ""Shower gel"", ""Luggage dropoff allowed"", ""Teka induction stove"", ""Coffee"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Fast wifi \u2013 378 Mbps"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Room-darkening shades"", ""Trash compactor"", ""Paid dryer \u2013 In building"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",2024-09-25,t,2024-08-19,2024-08-19,Unknown,t,0.96,0.99,64.0,65.0,1.0,1.0,1.0,2.0,265.0,1.0,120.0,1.0,1125.0,30,90,364,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,63.0,15.0,0.0,0.1
19499,968208619584485003,2024-09-25,Campamento para ver el amanecer.,170110545,Ana,2018-01-26,within an hour,t,t,Mexico City,Xochimilco,19.26735,-99.09996,Shared room in tent,Shared room,"[""Canal view"", ""Outdoor furniture"", ""Fire pit"", ""Courtyard view"", ""Freezer"", ""Laundromat nearby"", ""City skyline view"", ""Outdoor shower"", ""Paid parking on premises"", ""Refrigerator"", ""Dishes and silverware"", ""Pets allowed"", ""Kayak"", ""Backyard"", ""Pool view"", ""Climbing wall"", ""Mountain view"", ""Hammock"", ""Lake view"", ""Garden view"", ""Smoking allowed"", ""Lake access"", ""Outdoor playground"", ""Single level home"", ""Kitchen"", ""BBQ grill"", ""Outdoor dining area"", ""Stove"", ""Shared pool"", ""Paid parking lot off premises"", ""Wine glasses"", ""Free street parking"", ""Sun loungers"", ""Cooking basics"", ""Resort view"", ""Boat slip""]",2024-09-25,t,No reviews,No reviews,Unknown,f,1.0,0.93,15.0,17.0,3.1,3.0,1.0,1.0,286.0,1.0,730.0,1.0,730.0,30,90,365,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,6.0,0.0,5.0,1.0
19603,973537060516079580,2024-09-25,Shared Room,207240505,Luis,2018-08-04,a few days or more,f,t,Mexico City,Gustavo A. Madero,19.49173274214159,-99.13796866824876,Shared room in guesthouse,Shared room,"[""Shared patio or balcony"", ""Washer"", ""TV"", ""Wifi"", ""Fire extinguisher"", ""Kitchen"", ""Hammock"", ""First aid kit"", ""Long term stays allowed"", ""Exercise equipment"", ""Smoking allowed"", ""Dedicated workspace"", ""Ping pong table"", ""BBQ grill: charcoal""]",2024-09-25,t,2023-10-11,2024-07-15,Unknown,f,1.0,0.3,116.0,124.0,1.0,1.4,1.0,1.0,175.0,28.0,365.0,28.0,365.0,8,68,247,5.0,4.0,4.8,3.8,4.2,4.4,5.0,4.2,115.0,0.0,1.8,0.1
19604,973546343729518077,2024-09-25,Shared room for students,207240505,Luis,2018-08-04,a few days or more,f,t,Mexico City,Gustavo A. Madero,19.49735,-99.12842,Shared room in guesthouse,Shared room,"[""Washer"", ""Wifi"", ""Cooking basics"", ""Fire extinguisher"", ""Bed linens"", ""Kitchen"", ""Hammock"", ""Dishes and silverware"", ""Long term stays allowed"", ""Smoking allowed"", ""Ping pong table"", ""BBQ grill: charcoal"", ""Shared backyard""]",2024-09-25,t,No reviews,No reviews,Unknown,f,1.0,0.3,116.0,124.0,1.0,2.0,1.0,1.0,175.0,28.0,365.0,28.0,365.0,29,89,269,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,115.0,0.0,1.8,0.1
19605,973564094413435443,2024-09-25,Shared room for students,207240505,Luis,2018-08-04,a few days or more,f,t,Mexico City,Gustavo A. Madero,19.49766170131245,-99.12825194239012,Shared room in guesthouse,Shared room,"[""Shared patio or balcony"", ""Washer"", ""Wifi"", ""Fire extinguisher"", ""Smoking allowed"", ""Bed linens"", ""Kitchen"", ""Hammock"", ""Dishes and silverware"", ""Long term stays allowed"", ""Hot water"", ""Drying rack for clothing"", ""Ping pong table"", ""BBQ grill: charcoal"", ""Shared backyard""]",2024-09-25,t,2024-09-02,2024-09-02,Unknown,f,1.0,0.3,116.0,124.0,1.0,2.0,1.0,1.0,175.0,28.0,365.0,28.0,365.0,10,70,249,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,115.0,0.0,1.8,0.1
19633,974241151491945051,2024-09-25,Shared room for students,207240505,Luis,2018-08-04,a few days or more,f,t,Mexico City,Gustavo A. Madero,19.49755276394693,-99.1302235526274,Shared room in guesthouse,Shared room,"[""Shared patio or balcony"", ""Washer"", ""Wifi"", ""Cooking basics"", ""Fire extinguisher"", ""Smoking allowed"", ""Gas stove"", ""Bed linens"", ""Kitchen"", ""Hammock"", ""Long term stays allowed"", ""Hot water"", ""Ping pong table"", ""BBQ grill: charcoal"", ""Shared backyard""]",2024-09-25,t,2024-01-23,2024-01-23,Unknown,f,1.0,0.3,116.0,124.0,1.0,2.0,1.0,1.0,175.0,28.0,365.0,28.0,365.0,25,85,265,1.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,115.0,0.0,1.8,0.1
19635,974255065783472414,2024-09-25,Shared Room Near IPN,207240505,Luis,2018-08-04,a few days or more,f,t,Mexico City,Gustavo A. Madero,19.495512056155736,-99.1356506561898,Shared room in guesthouse,Shared room,"[""Washer"", ""Wifi"", ""Kitchen"", ""Dedicated workspace""]",2024-09-25,t,No reviews,No reviews,Unknown,f,1.0,0.3,116.0,124.0,1.0,4.0,1.0,1.0,175.0,28.0,365.0,28.0,365.0,30,90,270,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,115.0,0.0,1.8,0.1
19849,986267742626672929,2024-09-25,Cama en habitación compartida,515047897,Julia,2023-05-16,Unknown,f,t,Mexico City,Miguel Hidalgo,19.42961,-99.17921,Shared room in home,Shared room,"[""Free parking on premises"", ""Washer"", ""TV"", ""Wifi"", ""Fire extinguisher"", ""Kitchen"", ""First aid kit"", ""BBQ grill"", ""Outdoor dining area"", ""Exterior security cameras on property"", ""Dedicated workspace""]",2024-09-25,t,No reviews,No reviews,Unknown,f,0.9361689895470384,0.86,8.0,14.0,1.0,2.0,1.0,1.0,260.0,1.0,365.0,1.0,365.0,0,23,203,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,8.0,0.0,4.0,4.0
20095,991432613033764602,2024-09-25,Cama 2 en habitación compartida,515047897,Julia,2023-05-16,Unknown,f,t,Mexico City,Miguel Hidalgo,19.43095,-99.18003,Shared room in home,Shared room,"[""Free parking on premises"", ""Washer"", ""TV"", ""Wifi"", ""Fire extinguisher"", ""Kitchen"", ""First aid kit"", ""BBQ grill"", ""Outdoor dining area"", ""Exterior security cameras on property"", ""Dedicated workspace""]",2024-09-25,t,2023-10-23,2023-10-23,Unknown,f,0.9361689895470384,0.86,8.0,14.0,1.0,2.0,1.0,1.0,450.0,1.0,365.0,1.0,365.0,0,23,203,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,0.0,4.0,4.0
20238,1001591027184186346,2024-09-25,Cama 3 en habitación compartida,515047897,Julia,2023-05-16,Unknown,f,t,Mexico City,Miguel Hidalgo,19.429166050082618,-99.17988084386006,Shared room in home,Shared room,"[""Free parking on premises"", ""Washer"", ""TV"", ""Wifi"", ""Fire extinguisher"", ""Kitchen"", ""First aid kit"", ""BBQ grill"", ""Outdoor dining area"", ""Exterior security cameras on property"", ""Dedicated workspace""]",2024-09-25,t,2024-02-29,2024-02-29,Unknown,f,0.9361689895470384,0.86,8.0,14.0,1.0,2.0,1.0,1.0,510.0,1.0,365.0,1.0,365.0,0,23,203,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,0.0,4.0,4.0
20351,1004213530651857831,2024-09-25,Descansa cerca del aeropuerto en un sofá cama,143589018,Claudia,2017-07-31,within an hour,t,t,Mexico City,Iztacalco,19.41563263135425,-99.07186764734853,Shared room in rental unit,Shared room,"[""Body soap"", ""Iron"", ""Carbon monoxide alarm"", ""Wifi"", ""Hot water kettle"", ""Host greets you"", ""Kitchen"", ""Essentials"", ""Hot water"", ""Blender"", ""Cooking basics"", ""Smoke alarm""]",2024-09-25,t,2023-10-29,2024-09-23,Unknown,f,1.0,0.98,2.0,2.0,1.0,1.0,1.0,1.0,249.0,1.0,3.0,1.0,3.0,16,44,44,26.0,4.92,4.92,4.96,4.85,4.92,4.85,4.96,2.0,0.0,1.0,1.0
20443,1009161116632880245,2024-09-25,Dormitorio Mixto compartido de 10 camas,504216149,De Los Reyes Hostal,2023-03-06,within a few hours,f,t,Mexico City,Cuauhtémoc,19.4298017,-99.1326335,Shared room in bed and breakfast,Shared room,"[""TV"", ""Wifi"", ""Fire extinguisher"", ""Long term stays allowed"", ""First aid kit"", ""Dishes and silverware"", ""Essentials"", ""Exterior security cameras on property""]",2024-09-25,t,2023-11-26,2023-11-26,Unknown,t,0.8,1.0,3.0,4.0,10.0,2.0,1.0,1.8,400.0,1.0,1125.0,1.0,1104.4,6,6,8,1.0,4.8,4.8,4.8,4.9,4.9,4.9,4.8,3.0,0.0,1.0,2.0
20728,1022014068984522505,2024-09-26,Cama individual literacompartida,498288324,Brenda,2023-01-27,within an hour,f,t,Mexico City,Cuauhtémoc,19.41643798668009,-99.16697971522808,Shared room in guesthouse,Shared room,"[""Carbon monoxide alarm"", ""Wifi"", ""Kitchen"", ""First aid kit"", ""Exterior security cameras on property"", ""Smoke alarm""]",2024-09-26,t,2023-11-22,2024-08-09,Unknown,t,0.86,0.99,6.0,8.0,1.0,2.0,1.0,1.0,180.0,1.0,365.0,1.0,365.0,26,86,265,11.0,4.18,4.27,4.36,4.36,4.09,4.82,4.09,5.0,0.0,3.0,2.0
20788,1024621556162495546,2024-09-26,Cozy Luminous Room in Condesa,118408857,Miranda,2017-02-27,within an hour,f,t,Mexico City,Cuauhtémoc,19.409004309480792,-99.17601296913044,Shared room in rental unit,Shared room,"[""Washer"", ""Wifi"", ""Paid parking on premises"", ""Kitchen"", ""Dedicated workspace"", ""Smoking allowed""]",2024-09-26,t,No reviews,No reviews,Unknown,f,1.0,0.9,1.0,1.0,2.0,1.0,0.0,1.0,600.0,30.0,365.0,30.0,365.0,29,89,269,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,1.0,0.0,0.0,1.0
21061,1037705382524939775,2024-09-25,Shared Room for students near IPN,207240505,Luis,2018-08-04,a few days or more,f,t,Mexico City,Gustavo A. Madero,19.49503,-99.13706,Shared room in guesthouse,Shared room,"[""Washer"", ""Wifi"", ""Kitchen"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Smoking allowed""]",2024-09-25,t,2024-05-12,2024-08-27,Unknown,f,1.0,0.3,116.0,124.0,1.0,4.0,1.0,1.0,175.0,28.0,365.0,28.0,365.0,30,90,269,2.0,5.0,4.5,5.0,5.0,5.0,5.0,4.5,115.0,0.0,1.8,0.1
21105,1039455623650384014,2024-09-25,Shared Room,207240505,Luis,2018-08-04,a few days or more,f,t,Mexico City,Gustavo A. Madero,19.49585,-99.13524,Shared room in guesthouse,Shared room,"[""Washer"", ""Wifi"", ""Kitchen"", ""Exterior security cameras on property"", ""Dedicated workspace""]",2024-09-25,t,2024-08-02,2024-08-02,Unknown,f,1.0,0.3,116.0,124.0,1.0,4.0,1.0,1.0,175.0,28.0,365.0,28.0,365.0,26,86,266,1.0,4.8,4.8,4.8,5.0,4.9,5.0,4.8,115.0,0.0,1.8,0.1
21141,1039357912036501618,2024-09-25,Shared room for students,207240505,Luis,2018-08-04,a few days or more,f,t,Mexico City,Gustavo A. Madero,19.493974271802216,-99.1355636471985,Shared room in guesthouse,Shared room,"[""Washer"", ""Wifi"", ""Kitchen"", ""Exterior security cameras on property"", ""Dedicated workspace""]",2024-09-25,t,No reviews,No reviews,Unknown,f,1.0,0.3,116.0,124.0,1.0,4.0,1.0,1.0,175.0,28.0,365.0,28.0,365.0,30,90,270,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,115.0,0.0,1.8,0.1
21173,1040842591729815222,2024-09-25,Habitación,371102325,Liliana,2020-10-08,Unknown,f,t,Mexico City,Gustavo A. Madero,19.49233,-99.12153,Shared room in home,Shared room,"[""Dedicated workspace""]",2024-09-25,t,No reviews,No reviews,Unknown,t,0.9361689895470384,0.8949061696116056,1.0,1.0,1.0,1.0,2.0,1.0,2850.0,1.0,365.0,1.0,365.0,30,90,269,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,1.0,0.0,0.0,1.0
21175,1040867849757423407,2024-09-25,Habitación compartida,400372773,Izamary,2021-05-06,Unknown,f,t,Mexico City,Gustavo A. Madero,19.505212930804912,-99.12372553300796,Shared room in rental unit,Shared room,"[""Washer"", ""Kitchen""]",2024-09-25,t,No reviews,No reviews,Unknown,t,0.9361689895470384,0.8949061696116056,1.0,2.0,1.0,1.0,2.0,1.0,2000.0,1.0,365.0,1.0,365.0,30,90,269,0.0,4.85,4.88,4.86,4.92,4.93,4.93,4.81,1.0,0.0,0.0,1.0
21208,1045002183027938361,2024-09-25,MINK. Grupos ó Compartida,375225503,Jose,2020-11-10,within an hour,t,t,"Mexico City, Ciudad de México, Mexico",Gustavo A. Madero,19.492851516990047,-99.1290176945116,Shared room in casa particular,Shared room,"[""Washer"", ""TV"", ""Wifi"", ""Fire pit"", ""Indoor fireplace"", ""Laundromat nearby"", ""Kitchen"", ""BBQ grill"", ""Exterior security cameras on property"", ""Dedicated workspace""]",2024-09-25,t,2023-12-17,2024-08-11,Unknown,t,1.0,0.99,12.0,14.0,1.0,2.0,1.0,0.0,250.0,1.0,365.0,1.0,365.0,24,84,263,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,12.0,0.0,5.0,7.0
21310,1049618064013799546,2024-09-25,3. HAB  Mink  Grupos ó Compartida,375225503,Jose,2020-11-10,within an hour,t,t,"Mexico City, Ciudad de México, Mexico",Gustavo A. Madero,19.49316,-99.12862,Shared room in guesthouse,Shared room,"[""Washer"", ""TV"", ""Wifi"", ""Fire pit"", ""Indoor fireplace"", ""Laundromat nearby"", ""Kitchen"", ""BBQ grill"", ""Dedicated workspace""]",2024-09-25,t,2023-12-28,2024-07-17,Unknown,f,1.0,0.99,12.0,14.0,1.0,1.0,1.0,1.0,200.0,1.0,365.0,1.0,365.0,0,56,235,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,12.0,0.0,5.0,7.0
